   107/299     5.92G   0.02289    0.0118  0.002715   0.03741        30       640    0.9325    0.9368    0.9487     0.656   0.02114  0.007155  0.005021
   108/299     5.92G    0.0228   0.01183  0.002499   0.03713        38       640    0.9344     0.936    0.9474    0.6555   0.02112  0.007158  0.005071
   109/299     5.92G   0.02274   0.01157  0.002599   0.03691        23       640    0.9311    0.9412    0.9488    0.6565   0.02109  0.007158  0.004943
   110/299     5.92G   0.02264   0.01169  0.002575    0.0369        31       640    0.9294    0.9401    0.9481    0.6565   0.02111   0.00717  0.004988
   111/299     5.92G   0.02249   0.01145  0.002534   0.03647        35       640    0.9355    0.9363    0.9484    0.6563   0.02107  0.007173  0.005045
   112/299     5.92G   0.02228   0.01154   0.00224   0.03606        35       640    0.9362    0.9356    0.9489    0.6572   0.02106  0.007176   0.00507
   113/299     5.92G   0.02291   0.01161  0.002764   0.03728        27       640    0.9323    0.9366     0.949    0.6566    0.0211  0.007204  0.005097
   114/299     5.92G    0.0223   0.01152  0.002415   0.03624        31       640    0.9287    0.9387    0.9481    0.6556   0.02109  0.007194  0.005217
   115/299     5.92G   0.02244   0.01149  0.002606   0.03654        32       640    0.9342    0.9348    0.9484    0.6562     0.021  0.007153  0.005139
   116/299     5.92G   0.02222    0.0113  0.002497   0.03602        25       640    0.9337    0.9352    0.9486    0.6566     0.021  0.007151  0.005102
   117/299     5.92G   0.02231   0.01136  0.002346   0.03602        63       640    0.9359    0.9349    0.9489    0.6565   0.02094  0.007144  0.005033
   118/299     5.92G   0.02229    0.0116  0.002399   0.03628        34       640    0.9304    0.9388    0.9492    0.6565   0.02091  0.007145  0.004936
   119/299     5.92G   0.02226   0.01149  0.002407   0.03615        32       640    0.9362    0.9333    0.9499    0.6574   0.02089  0.007133  0.004931
   120/299     5.92G   0.02243   0.01153  0.002591   0.03656        30       640    0.9369    0.9339    0.9504    0.6575    0.0209  0.007135  0.004904
   121/299     5.92G   0.02228   0.01159  0.002654   0.03652        38       640      0.94    0.9297    0.9505    0.6581    0.0209   0.00715  0.004933
   122/299     5.92G   0.02217   0.01143  0.002402     0.036        30       640    0.9422    0.9291    0.9504    0.6595   0.02087  0.007149  0.004893
